"x.dashed","y.dashed","x.solid","y.solid"
1006,0.9841,1006,0.9129
1007,0.9873,1007,0.915
1008,0.986,1008,0.9123
1009,0.9851,1009,0.9152
1010,0.9869,1010,0.9117
1011,0.9854,1011,0.9151
1012,0.9877,1012,0.9134
1013,0.988,1013,0.9159
1014,0.9869,1014,0.9114
1015,0.987,1015,0.9166
1016,0.9859,1016,0.9102
1017,0.9867,1017,0.9128
1018,0.9889,1018,0.9145
1019,0.9859,1019,0.9142
1020,0.9872,1020,0.9132
1021,0.987,1021,0.9166
1022,0.9879,1022,0.9141
1023,0.9867,1023,0.9137
1024,0.9872,1024,0.9149
1025,0.9881,1025,0.9125
1026,0.9886,1026,0.919
1027,0.9875,1027,0.9171
1028,0.9891,1028,0.9132
1029,0.9896,1029,0.9162
1030,0.991,1030,0.909
1031,0.9889,1031,0.913
1032,0.9903,1032,0.9145
1033,0.9901,1033,0.9169
1034,0.9886,1034,0.9075
1035,0.9891,1035,0.9154
1036,0.9892,1036,0.9135
1037,0.9898,1037,0.9109
1038,0.9897,1038,0.9133
1039,0.9904,1039,0.9132
1040,0.9892,1040,0.9121
1041,0.9911,1041,0.9187
1042,0.9896,1042,0.9163
1043,0.9888,1043,0.9154
1044,0.988,1044,0.91
1045,0.991,1045,0.9158
1046,0.9912,1046,0.9176
1047,0.9921,1047,0.9158
1048,0.9871,1048,0.9146
1049,0.9911,1049,0.9179
1050,0.9916,1050,0.9182
1051,0.9919,1051,0.9148
1052,0.9907,1052,0.9152
1053,0.9909,1053,0.9148
1054,0.991,1054,0.9179
1055,0.9932,1055,0.9179
1056,0.9932,1056,0.917
1057,0.9923,1057,0.918
1058,0.9924,1058,0.9171
1059,0.9926,1059,0.9181
1060,0.9921,1060,0.9106
1061,0.9903,1061,0.9201
1062,0.9933,1062,0.9222
1063,0.9936,1063,0.931
1064,0.9921,1064,0.9351
1065,0.994,1065,0.9505
1066,0.9956,1066,0.981
